sensor_id,is_sensor_unknown,timestamp,timestamp_tz,is_timestamp_missing,reported_temperature,reported_temperature_unit,temperature_c,reported_rainfall,reported_rainfall_unit,is_rainfall_negative_flag,rainfall_mm,humidity_percent
SEN040,False,2026-01-05 03:10:00,unspecified,False,28.0,Celsius,28.0,0.72,Inch,False,18.29,72.0
UNKNOWN,True,,unspecified,True,77.0,Fahrenheit,25.0,0.5,Millimeter,False,0.5,82.0
SEN002,False,2026-02-23 20:07:57,IST,False,30.5,Celsius,30.5,7.2,Millimeter,False,7.2,59.0
SEN015,False,2026-05-09 05:16:42,UTC,False,88.3,Fahrenheit,31.28,0.61,Inch,False,15.49,80.0
SEN001,False,,unspecified,True,22.4,Celsius,22.4,16.5,Millimeter,False,16.5,94.0
SEN007,False,2026-03-08 00:00:00,unspecified,False,21.9,Celsius,21.9,2.4,Millimeter,True,2.4,90.0
SEN023,False,2026-03-04 12:02:44,IST,False,89.6,Fahrenheit,32.0,36.5,Millimeter,False,36.5,49.0
SEN001,False,2026-02-07 17:29:24,IST,False,99.7,Fahrenheit,37.61,25.6,Millimeter,False,25.6,75.0
SEN031,False,,unspecified,True,24.1,Celsius,24.1,20.7,Millimeter,False,20.7,90.0
SEN004,False,,unspecified,True,86.0,Fahrenheit,30.0,,,False,,63.0
SEN028,False,2026-06-11 12:01:26,IST,False,101.7,Fahrenheit,38.72,1.54,Inch,False,39.12,58.0
UNKNOWN,True,2026-03-25 12:03:29,IST,False,26.7,Celsius,26.7,0.6,Millimeter,False,0.6,67.0
SEN010,False,2026-05-16 00:10:32,UTC,False,17.2,Celsius,17.2,46.5,Millimeter,True,46.5,53.0
UNKNOWN,True,2026-04-04 19:31:23,IST,False,100.2,Fahrenheit,37.89,18.6,Millimeter,False,18.6,
SEN014,False,2026-02-08 01:10:37,IST,False,95.4,Fahrenheit,35.22,41.3,Millimeter,False,41.3,39.0
SEN005,False,2026-03-01 07:48:00,unspecified,False,24.9,Celsius,24.9,0.48,Inch,False,12.19,68.0
SEN010,False,2026-08-06 02:21:52,IST,False,22.1,Celsius,22.1,26.0,Millimeter,False,26.0,50.0
SEN036,False,2026-06-18 08:04:30,IST,False,65.7,Fahrenheit,18.72,3.7,Millimeter,False,3.7,
SEN021,False,2026-02-05 00:04:04,IST,False,70.7,Fahrenheit,21.5,0.5,Inch,False,12.7,93.0
SEN024,False,2026-03-18 13:40:34,unspecified,False,21.4,Celsius,21.4,41.4,Millimeter,False,41.4,69.0
SEN041,False,2026-01-11 14:28:24,UTC,False,30.5,Celsius,30.5,17.7,Millimeter,False,17.7,92.0
SEN039,False,2026-06-18 13:58:41,UTC,False,18.7,Celsius,18.7,49.3,Millimeter,False,49.3,94.0
SEN023,False,2026-05-06 04:21:38,IST,False,33.8,Celsius,33.8,14.9,Millimeter,True,14.9,68.0
SEN008,False,2026-03-14 07:34:35,UTC,False,16.8,Celsius,16.8,,,False,,74.0
SEN029,False,2026-02-04 22:55:57,IST,False,27.6,Celsius,27.6,0.8,Inch,False,20.32,
SEN041,False,2026-07-11 22:16:05,UTC,False,16.0,Celsius,16.0,10.9,Millimeter,True,10.9,86.0
UNKNOWN,True,2026-01-10 16:49:33,IST,False,16.2,Celsius,16.2,0.35,Inch,False,8.89,39.0
SEN007,False,2026-02-04 02:57:50,UTC,False,34.4,Celsius,34.4,24.5,Millimeter,False,24.5,65.0
SEN033,False,2026-06-22 19:55:54,UTC,False,18.2,Celsius,18.2,0.78,Inch,False,19.81,78.0
SEN039,False,2026-04-23 18:07:38,UTC,False,76.6,Fahrenheit,24.78,9.8,Millimeter,True,9.8,87.0
SEN038,False,2026-08-22 20:12:32,IST,False,103.1,Fahrenheit,39.5,0.75,Inch,False,19.05,56.0
SEN048,False,2026-02-25 21:02:00,unspecified,False,82.6,Fahrenheit,28.11,,,False,,80.0
SEN020,False,2026-05-04 03:00:19,UTC,False,23.0,Celsius,23.0,1.13,Inch,False,28.7,38.0
SEN011,False,2026-02-26 13:19:00,unspecified,False,39.5,Celsius,39.5,13.3,Millimeter,False,13.3,
SEN024,False,2026-03-31 11:39:52,IST,False,85.8,Fahrenheit,29.89,0.73,Inch,False,18.54,71.0
SEN014,False,2026-06-06 01:09:20,IST,False,89.8,Fahrenheit,32.11,32.7,Millimeter,False,32.7,49.0
SEN009,False,2026-01-02 03:32:22,UTC,False,25.3,Celsius,25.3,0.5,Inch,False,12.7,85.0
SEN008,False,2026-01-06 15:43:18,unspecified,False,99.3,Fahrenheit,37.39,1.65,Inch,False,41.91,44.0
SEN035,False,2026-03-22 23:24:11,IST,False,93.4,Fahrenheit,34.11,36.6,Millimeter,False,36.6,54.0
SEN034,False,2026-07-06 04:54:07,IST,False,26.8,Celsius,26.8,25.0,Millimeter,False,25.0,41.0
SEN035,False,2026-08-02 17:47:16,UTC,False,22.2,Celsius,22.2,28.1,Millimeter,False,28.1,84.0
SEN030,False,2026-01-13 16:26:00,unspecified,False,36.5,Celsius,36.5,0.27,Inch,False,6.86,35.0
SEN035,False,,unspecified,True,79.5,Fahrenheit,26.39,1.0,Millimeter,False,1.0,62.0
SEN044,False,2026-05-18 16:25:14,IST,False,102.2,Fahrenheit,39.0,43.4,Millimeter,True,43.4,78.0
SEN035,False,2026-06-28 21:51:03,unspecified,False,24.5,Celsius,24.5,41.2,Millimeter,False,41.2,84.0
SEN008,False,2026-01-12 21:09:05,unspecified,False,29.5,Celsius,29.5,18.9,Millimeter,False,18.9,80.0
SEN007,False,2026-04-20 07:10:02,IST,False,16.9,Celsius,16.9,26.9,Millimeter,False,26.9,76.0
SEN040,False,2026-02-19 22:18:36,IST,False,29.7,Celsius,29.7,0.64,Inch,False,16.26,81.0
SEN047,False,2026-06-18 15:10:28,IST,False,78.1,Fahrenheit,25.61,6.4,Millimeter,True,6.4,92.0
SEN024,False,2026-04-23 12:43:57,IST,False,60.4,Fahrenheit,15.78,37.1,Millimeter,False,37.1,90.0
SEN004,False,2026-06-01 00:00:00,unspecified,False,32.2,Celsius,32.2,34.2,Millimeter,True,34.2,69.0
SEN016,False,,unspecified,True,62.2,Fahrenheit,16.78,5.0,Millimeter,True,5.0,94.0
SEN003,False,2026-03-07 09:57:50,IST,False,82.2,Fahrenheit,27.89,,,False,,66.0
SEN032,False,2026-05-27 03:40:33,IST,False,38.8,Celsius,38.8,24.1,Millimeter,False,24.1,89.0
SEN025,False,2026-02-06 19:29:20,UTC,False,95.0,Fahrenheit,35.0,1.72,Inch,False,43.69,73.0
SEN011,False,2026-01-03 02:20:38,UTC,False,36.5,Celsius,36.5,20.3,Millimeter,False,20.3,
SEN036,False,2026-03-21 15:41:00,IST,False,35.8,Celsius,35.8,45.4,Millimeter,False,45.4,76.0
SEN041,False,2026-06-29 20:07:53,IST,False,68.9,Fahrenheit,20.5,19.1,Millimeter,True,19.1,31.0
SEN010,False,2026-04-20 03:32:35,IST,False,23.2,Celsius,23.2,25.1,Millimeter,False,25.1,93.0
SEN019,False,2026-05-02 07:00:32,UTC,False,61.3,Fahrenheit,16.28,25.0,Millimeter,False,25.0,94.0
SEN030,False,2026-01-01 23:41:26,IST,False,30.4,Celsius,30.4,23.8,Millimeter,False,23.8,40.0
SEN033,False,2026-04-04 07:25:07,IST,False,69.8,Fahrenheit,21.0,6.2,Millimeter,False,6.2,66.0
SEN013,False,2026-03-12 15:44:57,IST,False,20.0,Celsius,20.0,24.1,Millimeter,False,24.1,49.0
SEN033,False,,unspecified,True,74.8,Fahrenheit,23.78,38.8,Millimeter,True,38.8,33.0
UNKNOWN,True,2026-01-27 01:48:03,IST,False,71.6,Fahrenheit,22.0,18.3,Millimeter,False,18.3,50.0
SEN025,False,2026-04-06 09:32:26,IST,False,70.9,Fahrenheit,21.61,46.7,Millimeter,True,46.7,62.0
SEN009,False,2026-08-13 18:42:36,UTC,False,20.7,Celsius,20.7,47.7,Millimeter,False,47.7,31.0
SEN032,False,2026-07-31 17:42:53,IST,False,73.8,Fahrenheit,23.22,36.4,Millimeter,False,36.4,45.0
SEN015,False,2026-04-23 08:50:55,UTC,False,31.5,Celsius,31.5,3.5,Millimeter,False,3.5,43.0
SEN029,False,2026-01-27 07:59:34,IST,False,68.9,Fahrenheit,20.5,,,False,,76.0
SEN022,False,2026-03-25 04:38:20,UTC,False,37.3,Celsius,37.3,46.2,Millimeter,False,46.2,89.0
SEN020,False,2026-03-28 03:36:40,UTC,False,19.9,Celsius,19.9,35.1,Millimeter,False,35.1,
SEN041,False,2026-01-07 12:17:15,IST,False,84.0,Fahrenheit,28.89,1.44,Inch,False,36.58,87.0
SEN023,False,,unspecified,True,96.6,Fahrenheit,35.89,0.04,Inch,False,1.02,91.0
SEN040,False,2026-02-11 09:38:31,IST,False,33.7,Celsius,33.7,49.7,Millimeter,False,49.7,32.0
SEN001,False,2026-02-08 12:10:33,IST,False,82.4,Fahrenheit,28.0,0.6,Inch,False,15.24,79.0
SEN034,False,2026-03-30 12:43:47,UTC,False,39.3,Celsius,39.3,0.9,Millimeter,True,0.9,69.0
SEN018,False,2026-03-26 04:35:38,UTC,False,100.4,Fahrenheit,38.0,34.7,Millimeter,False,34.7,89.0
SEN019,False,2026-03-30 21:42:04,IST,False,63.5,Fahrenheit,17.5,1.3,Inch,False,33.02,74.0
SEN036,False,2026-04-29 08:24:48,UTC,False,60.8,Fahrenheit,16.0,28.3,Millimeter,True,28.3,59.0
SEN014,False,2026-05-07 11:37:21,unspecified,False,28.9,Celsius,28.9,1.89,Inch,False,48.01,46.0
SEN048,False,,unspecified,True,84.4,Fahrenheit,29.11,4.6,Millimeter,False,4.6,77.0
SEN044,False,2026-03-20 14:55:00,unspecified,False,91.2,Fahrenheit,32.89,0.41,Inch,False,10.41,43.0
SEN010,False,2026-08-03 07:08:56,UTC,False,23.3,Celsius,23.3,31.7,Millimeter,True,31.7,51.0
SEN006,False,2026-05-16 15:18:23,IST,False,36.0,Celsius,36.0,9.3,Millimeter,True,9.3,33.0
SEN021,False,2026-05-09 06:59:59,UTC,False,81.3,Fahrenheit,27.39,37.6,Millimeter,False,37.6,82.0
SEN017,False,2026-06-19 01:30:00,unspecified,False,95.2,Fahrenheit,35.11,35.2,Millimeter,False,35.2,88.0
SEN038,False,2026-05-08 00:40:15,unspecified,False,102.2,Fahrenheit,39.0,47.4,Millimeter,False,47.4,54.0
SEN047,False,2026-08-27 01:35:37,IST,False,71.1,Fahrenheit,21.72,0.13,Inch,False,3.3,41.0
SEN044,False,2026-01-08 22:17:13,IST,False,73.6,Fahrenheit,23.11,41.8,Millimeter,False,41.8,
SEN005,False,2026-04-19 10:15:34,IST,False,19.0,Celsius,19.0,20.8,Millimeter,False,20.8,85.0
SEN031,False,2026-01-09 12:01:15,IST,False,94.1,Fahrenheit,34.5,49.9,Millimeter,False,49.9,59.0
SEN015,False,2026-06-27 04:15:25,unspecified,False,103.5,Fahrenheit,39.72,22.6,Millimeter,False,22.6,61.0
SEN025,False,2026-07-28 08:19:55,UTC,False,90.5,Fahrenheit,32.5,1.7,Millimeter,False,1.7,54.0
SEN039,False,2026-02-17 04:24:50,unspecified,False,31.6,Celsius,31.6,,,False,,85.0
SEN037,False,2026-02-27 14:50:11,IST,False,79.3,Fahrenheit,26.28,10.1,Millimeter,False,10.1,65.0
SEN001,False,2026-01-29 18:53:46,IST,False,26.6,Celsius,26.6,40.9,Millimeter,False,40.9,40.0
SEN013,False,2026-07-11 11:28:13,unspecified,False,61.2,Fahrenheit,16.22,39.9,Millimeter,True,39.9,40.0
SEN010,False,2026-07-04 08:56:37,UTC,False,28.6,Celsius,28.6,4.4,Millimeter,False,4.4,93.0
SEN017,False,2026-07-16 02:29:18,UTC,False,25.6,Celsius,25.6,7.8,Millimeter,True,7.8,52.0
SEN027,False,2026-08-23 19:56:55,IST,False,85.5,Fahrenheit,29.72,6.5,Millimeter,False,6.5,90.0
SEN020,False,2026-07-12 16:02:43,UTC,False,25.1,Celsius,25.1,17.7,Millimeter,False,17.7,93.0
SEN020,False,2026-08-24 20:41:25,UTC,False,61.7,Fahrenheit,16.5,0.06,Inch,False,1.52,95.0
SEN030,False,2026-07-23 13:27:00,unspecified,False,81.9,Fahrenheit,27.72,33.1,Millimeter,False,33.1,89.0
SEN016,False,2026-04-19 05:08:00,unspecified,False,32.9,Celsius,32.9,25.8,Millimeter,False,25.8,95.0
SEN007,False,,unspecified,True,70.7,Fahrenheit,21.5,1.84,Inch,False,46.74,33.0
SEN009,False,,unspecified,True,17.9,Celsius,17.9,0.24,Inch,False,6.1,87.0
SEN003,False,2026-08-07 20:04:01,IST,False,98.4,Fahrenheit,36.89,24.6,Millimeter,False,24.6,46.0
SEN024,False,2026-08-31 10:01:00,unspecified,False,16.9,Celsius,16.9,26.7,Millimeter,True,26.7,32.0
SEN034,False,2026-07-23 23:32:42,IST,False,26.3,Celsius,26.3,0.61,Inch,False,15.49,33.0
SEN012,False,2026-05-24 11:06:35,IST,False,29.7,Celsius,29.7,8.6,Millimeter,False,8.6,30.0
SEN028,False,2026-02-04 19:29:03,IST,False,39.1,Celsius,39.1,46.6,Millimeter,False,46.6,45.0
SEN016,False,,unspecified,True,29.1,Celsius,29.1,48.7,Millimeter,False,48.7,90.0
SEN012,False,2026-04-20 06:42:09,IST,False,15.4,Celsius,15.4,25.3,Millimeter,True,25.3,31.0
SEN048,False,2026-09-07 01:46:00,UTC,False,35.5,Celsius,35.5,0.73,Inch,False,18.54,77.0
SEN041,False,2026-06-27 12:43:00,unspecified,False,35.2,Celsius,35.2,20.9,Millimeter,False,20.9,35.0
SEN011,False,2026-07-15 13:56:21,UTC,False,39.3,Celsius,39.3,42.9,Millimeter,False,42.9,56.0
SEN012,False,2026-08-11 20:28:22,UTC,False,21.7,Celsius,21.7,1.25,Inch,False,31.75,83.0
SEN043,False,2026-07-27 14:23:39,UTC,False,35.8,Celsius,35.8,0.04,Inch,False,1.02,85.0
SEN029,False,2026-08-13 17:04:00,UTC,False,79.5,Fahrenheit,26.39,14.2,Millimeter,False,14.2,48.0
SEN036,False,2026-06-15 09:21:27,UTC,False,91.8,Fahrenheit,33.22,3.6,Millimeter,False,3.6,30.0
SEN034,False,2026-08-11 07:55:58,IST,False,61.2,Fahrenheit,16.22,39.5,Millimeter,False,39.5,95.0
SEN003,False,2026-02-21 07:53:15,IST,False,87.3,Fahrenheit,30.72,31.5,Millimeter,False,31.5,35.0
SEN016,False,2026-08-08 03:37:21,IST,False,22.2,Celsius,22.2,35.0,Millimeter,False,35.0,64.0
SEN017,False,2026-06-23 11:07:02,UTC,False,27.8,Celsius,27.8,27.8,Millimeter,False,27.8,54.0
SEN006,False,2026-03-09 17:10:33,IST,False,24.5,Celsius,24.5,1.85,Inch,False,46.99,53.0
SEN026,False,2026-02-28 12:07:06,UTC,False,60.4,Fahrenheit,15.78,30.2,Millimeter,False,30.2,48.0
SEN042,False,2026-09-08 21:05:15,UTC,False,68.2,Fahrenheit,20.11,36.6,Millimeter,False,36.6,32.0
SEN049,False,2026-01-08 11:36:41,IST,False,64.8,Fahrenheit,18.22,1.23,Inch,False,31.24,76.0
SEN050,False,,unspecified,True,86.7,Fahrenheit,30.39,41.0,Millimeter,True,41.0,30.0
SEN015,False,2026-05-29 20:00:58,UTC,False,69.4,Fahrenheit,20.78,35.0,Millimeter,False,35.0,73.0
SEN010,False,2026-04-02 20:05:40,UTC,False,39.8,Celsius,39.8,10.9,Millimeter,False,10.9,60.0
SEN024,False,2026-03-03 03:47:32,IST,False,34.9,Celsius,34.9,0.13,Inch,False,3.3,86.0
SEN043,False,2026-02-23 22:39:51,IST,False,75.2,Fahrenheit,24.0,15.5,Millimeter,False,15.5,54.0
SEN022,False,2026-05-09 04:03:23,UTC,False,19.2,Celsius,19.2,41.5,Millimeter,False,41.5,73.0
UNKNOWN,True,2026-06-06 10:49:01,unspecified,False,39.4,Celsius,39.4,,,False,,32.0
SEN005,False,2026-02-19 07:01:00,unspecified,False,33.4,Celsius,33.4,36.1,Millimeter,True,36.1,58.0
SEN013,False,2026-04-05 09:36:44,UTC,False,20.4,Celsius,20.4,37.4,Millimeter,False,37.4,69.0
SEN032,False,2026-07-07 10:20:45,IST,False,25.1,Celsius,25.1,0.7,Millimeter,False,0.7,47.0
SEN023,False,2026-04-10 20:23:25,UTC,False,20.8,Celsius,20.8,24.9,Millimeter,False,24.9,63.0
SEN035,False,2026-09-09 14:23:34,UTC,False,24.5,Celsius,24.5,9.4,Millimeter,False,9.4,42.0
SEN008,False,2026-05-09 13:10:41,IST,False,77.0,Fahrenheit,25.0,49.4,Millimeter,False,49.4,74.0
SEN022,False,2026-01-05 20:59:01,UTC,False,96.3,Fahrenheit,35.72,9.3,Millimeter,True,9.3,69.0
SEN004,False,2026-01-08 07:40:03,IST,False,64.4,Fahrenheit,18.0,16.2,Millimeter,False,16.2,73.0
SEN010,False,2026-04-24 06:17:47,IST,False,90.5,Fahrenheit,32.5,15.9,Millimeter,False,15.9,
SEN012,False,2026-07-08 07:20:19,IST,False,17.2,Celsius,17.2,13.4,Millimeter,False,13.4,66.0
SEN033,False,2026-08-16 21:33:20,IST,False,86.5,Fahrenheit,30.28,1.91,Inch,False,48.51,86.0
SEN018,False,2026-08-06 23:08:40,IST,False,99.1,Fahrenheit,37.28,36.7,Millimeter,True,36.7,
SEN025,False,2026-04-10 04:22:47,UTC,False,71.1,Fahrenheit,21.72,42.8,Millimeter,False,42.8,63.0
SEN019,False,2026-03-17 11:37:36,unspecified,False,38.9,Celsius,38.9,1.13,Inch,False,28.7,59.0
SEN009,False,2026-07-02 10:16:14,unspecified,False,39.2,Celsius,39.2,,,False,,68.0
SEN042,False,2026-06-25 11:26:13,IST,False,30.2,Celsius,30.2,9.0,Millimeter,True,9.0,40.0
SEN016,False,,unspecified,True,28.8,Celsius,28.8,33.6,Millimeter,False,33.6,68.0
UNKNOWN,True,2026-03-06 12:37:35,UTC,False,92.8,Fahrenheit,33.78,,,False,,45.0
SEN007,False,2026-08-12 01:05:00,unspecified,False,16.9,Celsius,16.9,24.3,Millimeter,False,24.3,89.0
SEN025,False,,unspecified,True,90.9,Fahrenheit,32.72,23.4,Millimeter,False,23.4,91.0
SEN020,False,2026-03-10 22:43:10,IST,False,25.6,Celsius,25.6,16.1,Millimeter,False,16.1,94.0
SEN049,False,,unspecified,True,37.9,Celsius,37.9,1.51,Inch,False,38.35,33.0
SEN017,False,2026-01-20 17:46:00,unspecified,False,22.1,Celsius,22.1,27.2,Millimeter,False,27.2,40.0
SEN003,False,2026-01-06 19:57:20,UTC,False,93.4,Fahrenheit,34.11,1.75,Inch,False,44.45,92.0
SEN026,False,2026-02-26 20:25:00,IST,False,69.4,Fahrenheit,20.78,29.1,Millimeter,False,29.1,43.0
SEN013,False,2026-04-15 23:59:43,IST,False,32.9,Celsius,32.9,34.2,Millimeter,False,34.2,67.0
SEN040,False,2026-08-05 05:46:24,UTC,False,88.2,Fahrenheit,31.22,4.1,Millimeter,True,4.1,54.0
SEN016,False,2026-05-31 18:57:07,IST,False,91.9,Fahrenheit,33.28,8.8,Millimeter,False,8.8,95.0
SEN009,False,,unspecified,True,87.8,Fahrenheit,31.0,,,False,,71.0
SEN027,False,2026-01-28 05:17:48,IST,False,29.9,Celsius,29.9,15.3,Millimeter,False,15.3,90.0
SEN016,False,2026-02-20 15:12:04,unspecified,False,75.2,Fahrenheit,24.0,0.8,Millimeter,False,0.8,62.0
SEN001,False,2026-06-16 02:41:25,unspecified,False,83.3,Fahrenheit,28.5,44.4,Millimeter,False,44.4,93.0
SEN017,False,2026-08-26 08:46:23,IST,False,74.1,Fahrenheit,23.39,39.9,Millimeter,False,39.9,53.0
SEN017,False,,unspecified,True,69.8,Fahrenheit,21.0,43.2,Millimeter,False,43.2,62.0
SEN017,False,2026-01-29 01:46:11,IST,False,90.9,Fahrenheit,32.72,2.7,Millimeter,False,2.7,72.0
