date,district,avg_temp_c,total_rain_mm,avg_humidity,sensor_count,District,State,Mandi_ID,Mandi_Type
2026-01-21,Unknown,25.692156862745097,1256.76,61.55813953488372,32,Unknown,Haryana,MANDI032,PRIVATE
2026-01-21,Unknown,25.692156862745097,1256.76,61.55813953488372,32,Unknown,Haryana,MANDI039,APMC
2026-01-21,Unknown,25.692156862745097,1256.76,61.55813953488372,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-22,Unknown,28.51181818181818,1104.73,63.891891891891895,29,Unknown,Punjab,MANDI017,PRIVATE
2026-01-22,Unknown,28.51181818181818,1104.73,63.891891891891895,29,Unknown,Haryana,MANDI032,PRIVATE
2026-01-22,Unknown,28.51181818181818,1104.73,63.891891891891895,29,Unknown,Haryana,MANDI039,APMC
2026-01-22,Unknown,28.51181818181818,1104.73,63.891891891891895,29,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-23,Unknown,26.830000000000002,951.06,59.588235294117645,24,Unknown,Punjab,MANDI017,PRIVATE
2026-01-23,Unknown,26.830000000000002,951.06,59.588235294117645,24,Unknown,Haryana,MANDI032,PRIVATE
2026-01-23,Unknown,26.830000000000002,951.06,59.588235294117645,24,Unknown,Haryana,MANDI039,APMC
2026-01-23,Unknown,26.830000000000002,951.06,59.588235294117645,24,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-24,Unknown,25.808688524590163,1598.54,63.46,34,Unknown,Punjab,MANDI017,PRIVATE
2026-01-24,Unknown,25.808688524590163,1598.54,63.46,34,Unknown,Haryana,MANDI032,PRIVATE
2026-01-24,Unknown,25.808688524590163,1598.54,63.46,34,Unknown,Haryana,MANDI039,APMC
2026-01-24,Unknown,25.808688524590163,1598.54,63.46,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-25,Unknown,28.885454545454543,1621.79,59.80597014925373,40,Unknown,Punjab,MANDI017,PRIVATE
2026-01-25,Unknown,28.885454545454543,1621.79,59.80597014925373,40,Unknown,Haryana,MANDI032,PRIVATE
2026-01-25,Unknown,28.885454545454543,1621.79,59.80597014925373,40,Unknown,Haryana,MANDI039,APMC
2026-01-25,Unknown,28.885454545454543,1621.79,59.80597014925373,40,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-26,Unknown,27.84232142857143,1427.23,64.15094339622641,35,Unknown,Punjab,MANDI017,PRIVATE
2026-01-26,Unknown,27.84232142857143,1427.23,64.15094339622641,35,Unknown,Haryana,MANDI032,PRIVATE
2026-01-26,Unknown,27.84232142857143,1427.23,64.15094339622641,35,Unknown,Haryana,MANDI039,APMC
2026-01-26,Unknown,27.84232142857143,1427.23,64.15094339622641,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-27,Unknown,26.885098039215688,954.37,62.775510204081634,33,Unknown,Punjab,MANDI017,PRIVATE
2026-01-27,Unknown,26.885098039215688,954.37,62.775510204081634,33,Unknown,Haryana,MANDI032,PRIVATE
2026-01-27,Unknown,26.885098039215688,954.37,62.775510204081634,33,Unknown,Haryana,MANDI039,APMC
2026-01-27,Unknown,26.885098039215688,954.37,62.775510204081634,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-28,Unknown,28.638431372549018,1186.29,64.51063829787235,27,Unknown,Punjab,MANDI017,PRIVATE
2026-01-28,Unknown,28.638431372549018,1186.29,64.51063829787235,27,Unknown,Haryana,MANDI032,PRIVATE
2026-01-28,Unknown,28.638431372549018,1186.29,64.51063829787235,27,Unknown,Haryana,MANDI039,APMC
2026-01-28,Unknown,28.638431372549018,1186.29,64.51063829787235,27,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-29,Unknown,28.365185185185187,1280.58,63.04347826086956,33,Unknown,Punjab,MANDI017,PRIVATE
2026-01-29,Unknown,28.365185185185187,1280.58,63.04347826086956,33,Unknown,Haryana,MANDI032,PRIVATE
2026-01-29,Unknown,28.365185185185187,1280.58,63.04347826086956,33,Unknown,Haryana,MANDI039,APMC
2026-01-29,Unknown,28.365185185185187,1280.58,63.04347826086956,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-30,Unknown,28.599807692307692,1415.48,60.391304347826086,33,Unknown,Punjab,MANDI017,PRIVATE
2026-01-30,Unknown,28.599807692307692,1415.48,60.391304347826086,33,Unknown,Haryana,MANDI032,PRIVATE
2026-01-30,Unknown,28.599807692307692,1415.48,60.391304347826086,33,Unknown,Haryana,MANDI039,APMC
2026-01-30,Unknown,28.599807692307692,1415.48,60.391304347826086,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-01-31,Unknown,26.841971830985916,1668.42,65.90163934426229,37,Unknown,Punjab,MANDI017,PRIVATE
2026-01-31,Unknown,26.841971830985916,1668.42,65.90163934426229,37,Unknown,Haryana,MANDI032,PRIVATE
2026-01-31,Unknown,26.841971830985916,1668.42,65.90163934426229,37,Unknown,Haryana,MANDI039,APMC
2026-01-31,Unknown,26.841971830985916,1668.42,65.90163934426229,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-01,Unknown,27.709672131147542,1681.62,61.01754385964912,34,Unknown,Punjab,MANDI017,PRIVATE
2026-02-01,Unknown,27.709672131147542,1681.62,61.01754385964912,34,Unknown,Haryana,MANDI032,PRIVATE
2026-02-01,Unknown,27.709672131147542,1681.62,61.01754385964912,34,Unknown,Haryana,MANDI039,APMC
2026-02-01,Unknown,27.709672131147542,1681.62,61.01754385964912,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-02,Unknown,27.737142857142857,1292.4,65.53061224489795,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-02,Unknown,27.737142857142857,1292.4,65.53061224489795,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-02,Unknown,27.737142857142857,1292.4,65.53061224489795,33,Unknown,Haryana,MANDI039,APMC
2026-02-02,Unknown,27.737142857142857,1292.4,65.53061224489795,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-03,Unknown,27.692833333333333,1299.56,59.464285714285715,32,Unknown,Punjab,MANDI017,PRIVATE
2026-02-03,Unknown,27.692833333333333,1299.56,59.464285714285715,32,Unknown,Haryana,MANDI032,PRIVATE
2026-02-03,Unknown,27.692833333333333,1299.56,59.464285714285715,32,Unknown,Haryana,MANDI039,APMC
2026-02-03,Unknown,27.692833333333333,1299.56,59.464285714285715,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-04,Unknown,27.955272727272728,1194.09,63.333333333333336,32,Unknown,Punjab,MANDI017,PRIVATE
2026-02-04,Unknown,27.955272727272728,1194.09,63.333333333333336,32,Unknown,Haryana,MANDI032,PRIVATE
2026-02-04,Unknown,27.955272727272728,1194.09,63.333333333333336,32,Unknown,Haryana,MANDI039,APMC
2026-02-04,Unknown,27.955272727272728,1194.09,63.333333333333336,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-05,Unknown,29.051967213114754,1593.17,65.47368421052632,36,Unknown,Punjab,MANDI017,PRIVATE
2026-02-05,Unknown,29.051967213114754,1593.17,65.47368421052632,36,Unknown,Haryana,MANDI032,PRIVATE
2026-02-05,Unknown,29.051967213114754,1593.17,65.47368421052632,36,Unknown,Haryana,MANDI039,APMC
2026-02-05,Unknown,29.051967213114754,1593.17,65.47368421052632,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-06,Unknown,27.683846153846154,1047.26,61.57142857142857,28,Unknown,Punjab,MANDI017,PRIVATE
2026-02-06,Unknown,27.683846153846154,1047.26,61.57142857142857,28,Unknown,Haryana,MANDI032,PRIVATE
2026-02-06,Unknown,27.683846153846154,1047.26,61.57142857142857,28,Unknown,Haryana,MANDI039,APMC
2026-02-06,Unknown,27.683846153846154,1047.26,61.57142857142857,28,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-07,Unknown,28.318421052631578,1155.65,59.301886792452834,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-07,Unknown,28.318421052631578,1155.65,59.301886792452834,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-07,Unknown,28.318421052631578,1155.65,59.301886792452834,33,Unknown,Haryana,MANDI039,APMC
2026-02-07,Unknown,28.318421052631578,1155.65,59.301886792452834,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-08,Unknown,27.962807017543863,1200.48,58.627450980392155,34,Unknown,Punjab,MANDI017,PRIVATE
2026-02-08,Unknown,27.962807017543863,1200.48,58.627450980392155,34,Unknown,Haryana,MANDI032,PRIVATE
2026-02-08,Unknown,27.962807017543863,1200.48,58.627450980392155,34,Unknown,Haryana,MANDI039,APMC
2026-02-08,Unknown,27.962807017543863,1200.48,58.627450980392155,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-09,Unknown,26.168035714285715,1378.07,58.32692307692308,32,Unknown,Punjab,MANDI017,PRIVATE
2026-02-09,Unknown,26.168035714285715,1378.07,58.32692307692308,32,Unknown,Haryana,MANDI032,PRIVATE
2026-02-09,Unknown,26.168035714285715,1378.07,58.32692307692308,32,Unknown,Haryana,MANDI039,APMC
2026-02-09,Unknown,26.168035714285715,1378.07,58.32692307692308,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-10,Unknown,26.849259259259256,1345.27,67.28571428571429,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-10,Unknown,26.849259259259256,1345.27,67.28571428571429,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-10,Unknown,26.849259259259256,1345.27,67.28571428571429,33,Unknown,Haryana,MANDI039,APMC
2026-02-10,Unknown,26.849259259259256,1345.27,67.28571428571429,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-11,Unknown,28.216829268292685,1027.6,65.48717948717949,27,Unknown,Punjab,MANDI017,PRIVATE
2026-02-11,Unknown,28.216829268292685,1027.6,65.48717948717949,27,Unknown,Haryana,MANDI032,PRIVATE
2026-02-11,Unknown,28.216829268292685,1027.6,65.48717948717949,27,Unknown,Haryana,MANDI039,APMC
2026-02-11,Unknown,28.216829268292685,1027.6,65.48717948717949,27,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-12,Unknown,27.51311475409836,1702.57,63.05084745762712,32,Unknown,Punjab,MANDI017,PRIVATE
2026-02-12,Unknown,27.51311475409836,1702.57,63.05084745762712,32,Unknown,Haryana,MANDI032,PRIVATE
2026-02-12,Unknown,27.51311475409836,1702.57,63.05084745762712,32,Unknown,Haryana,MANDI039,APMC
2026-02-12,Unknown,27.51311475409836,1702.57,63.05084745762712,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-13,Unknown,27.918958333333332,1149.73,57.390243902439025,30,Unknown,Punjab,MANDI017,PRIVATE
2026-02-13,Unknown,27.918958333333332,1149.73,57.390243902439025,30,Unknown,Haryana,MANDI032,PRIVATE
2026-02-13,Unknown,27.918958333333332,1149.73,57.390243902439025,30,Unknown,Haryana,MANDI039,APMC
2026-02-13,Unknown,27.918958333333332,1149.73,57.390243902439025,30,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-14,Unknown,26.596851851851852,1172.82,63.11764705882353,35,Unknown,Punjab,MANDI017,PRIVATE
2026-02-14,Unknown,26.596851851851852,1172.82,63.11764705882353,35,Unknown,Haryana,MANDI032,PRIVATE
2026-02-14,Unknown,26.596851851851852,1172.82,63.11764705882353,35,Unknown,Haryana,MANDI039,APMC
2026-02-14,Unknown,26.596851851851852,1172.82,63.11764705882353,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-15,Unknown,25.990754716981133,1322.14,61.270833333333336,30,Unknown,Punjab,MANDI017,PRIVATE
2026-02-15,Unknown,25.990754716981133,1322.14,61.270833333333336,30,Unknown,Haryana,MANDI032,PRIVATE
2026-02-15,Unknown,25.990754716981133,1322.14,61.270833333333336,30,Unknown,Haryana,MANDI039,APMC
2026-02-15,Unknown,25.990754716981133,1322.14,61.270833333333336,30,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-16,Unknown,27.445833333333333,818.69,62.64705882352941,25,Unknown,Punjab,MANDI017,PRIVATE
2026-02-16,Unknown,27.445833333333333,818.69,62.64705882352941,25,Unknown,Haryana,MANDI032,PRIVATE
2026-02-16,Unknown,27.445833333333333,818.69,62.64705882352941,25,Unknown,Haryana,MANDI039,APMC
2026-02-16,Unknown,27.445833333333333,818.69,62.64705882352941,25,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-17,Unknown,27.73156862745098,1055.99,62.54545454545455,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-17,Unknown,27.73156862745098,1055.99,62.54545454545455,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-17,Unknown,27.73156862745098,1055.99,62.54545454545455,33,Unknown,Haryana,MANDI039,APMC
2026-02-17,Unknown,27.73156862745098,1055.99,62.54545454545455,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-18,Unknown,26.746808510638296,1227.35,64.76923076923077,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-18,Unknown,26.746808510638296,1227.35,64.76923076923077,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-18,Unknown,26.746808510638296,1227.35,64.76923076923077,33,Unknown,Haryana,MANDI039,APMC
2026-02-18,Unknown,26.746808510638296,1227.35,64.76923076923077,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-19,Unknown,27.015666666666668,1324.55,63.241379310344826,36,Unknown,Punjab,MANDI017,PRIVATE
2026-02-19,Unknown,27.015666666666668,1324.55,63.241379310344826,36,Unknown,Haryana,MANDI032,PRIVATE
2026-02-19,Unknown,27.015666666666668,1324.55,63.241379310344826,36,Unknown,Haryana,MANDI039,APMC
2026-02-19,Unknown,27.015666666666668,1324.55,63.241379310344826,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-20,Unknown,25.263333333333335,1136.75,65.1304347826087,32,Unknown,Punjab,MANDI017,PRIVATE
2026-02-20,Unknown,25.263333333333335,1136.75,65.1304347826087,32,Unknown,Haryana,MANDI032,PRIVATE
2026-02-20,Unknown,25.263333333333335,1136.75,65.1304347826087,32,Unknown,Haryana,MANDI039,APMC
2026-02-20,Unknown,25.263333333333335,1136.75,65.1304347826087,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-21,Unknown,28.062833333333334,1456.77,64.84905660377359,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-21,Unknown,28.062833333333334,1456.77,64.84905660377359,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-21,Unknown,28.062833333333334,1456.77,64.84905660377359,33,Unknown,Haryana,MANDI039,APMC
2026-02-21,Unknown,28.062833333333334,1456.77,64.84905660377359,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-22,Unknown,26.458703703703705,1275.41,70.41666666666667,35,Unknown,Punjab,MANDI017,PRIVATE
2026-02-22,Unknown,26.458703703703705,1275.41,70.41666666666667,35,Unknown,Haryana,MANDI032,PRIVATE
2026-02-22,Unknown,26.458703703703705,1275.41,70.41666666666667,35,Unknown,Haryana,MANDI039,APMC
2026-02-22,Unknown,26.458703703703705,1275.41,70.41666666666667,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-23,Unknown,27.723728813559323,1298.97,62.31372549019608,37,Unknown,Punjab,MANDI017,PRIVATE
2026-02-23,Unknown,27.723728813559323,1298.97,62.31372549019608,37,Unknown,Haryana,MANDI032,PRIVATE
2026-02-23,Unknown,27.723728813559323,1298.97,62.31372549019608,37,Unknown,Haryana,MANDI039,APMC
2026-02-23,Unknown,27.723728813559323,1298.97,62.31372549019608,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-24,Unknown,27.613015873015875,1429.4,67.69090909090909,36,Unknown,Punjab,MANDI017,PRIVATE
2026-02-24,Unknown,27.613015873015875,1429.4,67.69090909090909,36,Unknown,Haryana,MANDI032,PRIVATE
2026-02-24,Unknown,27.613015873015875,1429.4,67.69090909090909,36,Unknown,Haryana,MANDI039,APMC
2026-02-24,Unknown,27.613015873015875,1429.4,67.69090909090909,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-25,Unknown,29.39808510638298,903.61,65.72727272727273,35,Unknown,Punjab,MANDI017,PRIVATE
2026-02-25,Unknown,29.39808510638298,903.61,65.72727272727273,35,Unknown,Haryana,MANDI032,PRIVATE
2026-02-25,Unknown,29.39808510638298,903.61,65.72727272727273,35,Unknown,Haryana,MANDI039,APMC
2026-02-25,Unknown,29.39808510638298,903.61,65.72727272727273,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-26,Unknown,28.358305084745766,1532.61,62.0188679245283,33,Unknown,Punjab,MANDI017,PRIVATE
2026-02-26,Unknown,28.358305084745766,1532.61,62.0188679245283,33,Unknown,Haryana,MANDI032,PRIVATE
2026-02-26,Unknown,28.358305084745766,1532.61,62.0188679245283,33,Unknown,Haryana,MANDI039,APMC
2026-02-26,Unknown,28.358305084745766,1532.61,62.0188679245283,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-27,Unknown,26.48453125,1559.8,65.98245614035088,37,Unknown,Punjab,MANDI017,PRIVATE
2026-02-27,Unknown,26.48453125,1559.8,65.98245614035088,37,Unknown,Haryana,MANDI032,PRIVATE
2026-02-27,Unknown,26.48453125,1559.8,65.98245614035088,37,Unknown,Haryana,MANDI039,APMC
2026-02-27,Unknown,26.48453125,1559.8,65.98245614035088,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-02-28,Unknown,26.305857142857143,1687.47,60.516666666666666,34,Unknown,Punjab,MANDI017,PRIVATE
2026-02-28,Unknown,26.305857142857143,1687.47,60.516666666666666,34,Unknown,Haryana,MANDI032,PRIVATE
2026-02-28,Unknown,26.305857142857143,1687.47,60.516666666666666,34,Unknown,Haryana,MANDI039,APMC
2026-02-28,Unknown,26.305857142857143,1687.47,60.516666666666666,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-01,Unknown,27.22741935483871,1434.96,59.56666666666667,33,Unknown,Punjab,MANDI017,PRIVATE
2026-03-01,Unknown,27.22741935483871,1434.96,59.56666666666667,33,Unknown,Haryana,MANDI032,PRIVATE
2026-03-01,Unknown,27.22741935483871,1434.96,59.56666666666667,33,Unknown,Haryana,MANDI039,APMC
